transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,days_to_burn,join_date,city_id,gender_id,city_name,gender_name,merchant_id,merchant_name
469,146,2024-03-30,burned,ZoA-642,2024-04-01,9,2.0,2023-01-26,13,1,Zagazig,Male,13,Thomas-Nelson
470,915,2023-11-22,burned,dqk-372,2024-01-19,5,58.0,2023-07-06,7,2,Mansoura,Female,9,"Campbell, Shaffer and Martinez"
471,676,2023-05-22,subscribed,GNc-557,,9,,2021-09-04,19,1,Qena,Male,13,Thomas-Nelson
472,970,2023-08-27,burned,Iwx-789,2023-10-29,10,63.0,2022-03-24,5,2,Port Said,Female,13,Thomas-Nelson
473,993,2022-12-04,subscribed,NAm-394,,6,,2022-06-11,10,1,Asyut,Male,15,Butler-Gomez
474,439,2024-07-01,burned,oaN-789,2024-07-29,9,28.0,2023-05-12,2,2,Alexandria,Female,13,Thomas-Nelson
475,242,2023-02-19,burned,lIw-614,2023-04-29,7,69.0,2021-07-22,6,1,Suez,Male,7,Berry-Anderson
476,581,2023-05-29,subscribed,onb-843,,7,,2023-01-21,8,1,El-Mahalla El-Kubra,Male,7,Berry-Anderson
477,687,2022-09-26,burned,zyA-998,2022-11-16,8,51.0,2022-06-28,6,1,Suez,Male,20,Griffin-Leblanc
478,561,2024-03-28,subscribed,lWH-168,,7,,2024-01-22,19,1,Qena,Male,7,Berry-Anderson
479,483,2023-01-27,subscribed,KFF-594,,9,,2021-07-25,15,1,Aswan,Male,13,Thomas-Nelson
480,108,2023-11-09,burned,hQW-463,2023-12-20,9,41.0,2022-03-02,15,2,Aswan,Female,13,Thomas-Nelson
481,226,2023-10-13,burned,sRc-575,2023-12-28,6,76.0,2023-07-03,5,2,Port Said,Female,15,Butler-Gomez
482,673,2024-07-14,burned,gfK-528,2024-07-22,7,8.0,2024-05-17,1,1,Cairo,Male,7,Berry-Anderson
483,631,2023-11-02,burned,mbp-563,2024-01-05,2,64.0,2022-10-10,14,2,Damietta,Female,18,Lewis LLC
484,661,2023-07-19,subscribed,hRy-548,,9,,2021-08-29,7,1,Mansoura,Male,13,Thomas-Nelson
485,977,2024-06-11,subscribed,ipz-858,,1,,2022-05-20,14,1,Damietta,Male,11,"Smith, Lawson and Hernandez"
486,662,2024-06-04,burned,geM-320,2024-08-22,1,79.0,2024-06-04,6,1,Suez,Male,11,"Smith, Lawson and Hernandez"
487,432,2023-10-01,subscribed,CYA-526,,3,,2022-09-10,2,1,Alexandria,Male,8,Medina-Foster
488,805,2023-05-31,subscribed,Rma-878,,6,,2022-09-25,6,1,Suez,Male,15,Butler-Gomez
489,655,2024-04-21,burned,sef-685,2024-05-09,5,18.0,2024-03-04,15,2,Aswan,Female,9,"Campbell, Shaffer and Martinez"
490,419,2023-11-01,subscribed,uzy-957,,2,,2023-06-22,11,1,Ismailia,Male,18,Lewis LLC
491,988,2024-05-29,subscribed,FLT-124,,9,,2024-02-11,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
492,455,2024-04-08,burned,Nya-252,2024-05-05,10,27.0,2024-03-09,16,1,Minya,Male,13,Thomas-Nelson
493,160,2023-11-05,subscribed,rfE-671,,4,,2023-05-21,20,1,Sohag,Male,15,Butler-Gomez
494,523,2024-02-05,burned,pgk-705,2024-02-20,4,15.0,2023-04-22,1,1,Cairo,Male,15,Butler-Gomez
495,650,2024-05-10,subscribed,RnB-290,,5,,2024-04-04,12,1,Fayyum,Male,9,"Campbell, Shaffer and Martinez"
496,969,2023-12-11,burned,WJS-538,2024-01-03,8,23.0,2023-07-05,4,1,Shubra El-Kheima,Male,20,Griffin-Leblanc
497,590,2023-05-02,subscribed,jmD-121,,10,,2021-09-25,13,1,Zagazig,Male,13,Thomas-Nelson
498,77,2024-05-09,subscribed,kcb-347,,4,,2024-04-08,7,2,Mansoura,Female,15,Butler-Gomez
499,509,2023-09-25,burned,FBN-698,2023-12-07,5,73.0,2023-06-26,14,1,Damietta,Male,9,"Campbell, Shaffer and Martinez"
500,441,2023-03-17,burned,IXV-579,2023-05-30,4,74.0,2021-10-24,9,2,Tanta,Female,15,Butler-Gomez
501,254,2024-01-29,burned,kJq-697,2024-01-29,6,0.0,2023-12-27,9,1,Tanta,Male,15,Butler-Gomez
502,921,2024-01-22,burned,Hiw-864,2024-04-01,3,70.0,2023-11-16,4,1,Shubra El-Kheima,Male,8,Medina-Foster
503,770,2024-01-14,subscribed,Qui-024,,8,,2023-05-08,15,1,Aswan,Male,20,Griffin-Leblanc
504,320,2024-03-06,subscribed,jAn-808,,6,,2022-06-04,13,1,Zagazig,Male,15,Butler-Gomez
505,803,2024-03-21,subscribed,WFr-070,,10,,2023-01-02,4,1,Shubra El-Kheima,Male,13,Thomas-Nelson
506,263,2024-05-10,burned,TmJ-415,2024-07-21,5,72.0,2023-06-07,7,2,Mansoura,Female,9,"Campbell, Shaffer and Martinez"
507,597,2024-05-10,subscribed,GMM-177,,2,,2024-03-14,19,1,Qena,Male,18,Lewis LLC
508,658,2024-05-16,subscribed,ywz-458,,10,,2023-09-12,2,2,Alexandria,Female,13,Thomas-Nelson
509,835,2023-11-14,burned,QEw-889,2024-01-17,10,64.0,2023-07-16,1,2,Cairo,Female,13,Thomas-Nelson
510,554,2022-09-23,burned,Dqv-112,2022-11-26,7,64.0,2022-02-17,13,1,Zagazig,Male,7,Berry-Anderson
511,374,2024-06-29,subscribed,TQk-386,,2,,2024-06-12,1,1,Cairo,Male,18,Lewis LLC
512,637,2024-05-24,burned,LUN-745,2024-06-15,1,22.0,2023-12-22,13,1,Zagazig,Male,11,"Smith, Lawson and Hernandez"
513,167,2022-12-27,subscribed,jgw-292,,7,,2022-04-21,3,1,Giza,Male,7,Berry-Anderson
514,937,2023-12-07,subscribed,igY-230,,5,,2022-10-04,4,1,Shubra El-Kheima,Male,9,"Campbell, Shaffer and Martinez"
515,753,2024-02-25,burned,rPC-725,2024-04-04,1,39.0,2023-11-22,5,1,Port Said,Male,11,"Smith, Lawson and Hernandez"
516,459,2024-03-09,subscribed,UVf-126,,4,,2024-02-07,7,1,Mansoura,Male,15,Butler-Gomez
517,999,2023-07-15,burned,afj-817,2023-09-23,4,70.0,2022-07-16,6,1,Suez,Male,15,Butler-Gomez
518,280,2024-02-09,burned,vKl-203,2024-04-09,10,60.0,2022-11-08,5,1,Port Said,Male,13,Thomas-Nelson
519,700,2022-12-13,subscribed,llc-536,,7,,2022-02-08,4,1,Shubra El-Kheima,Male,7,Berry-Anderson
520,302,2023-08-22,subscribed,dIK-464,,9,,2022-07-25,3,1,Giza,Male,13,Thomas-Nelson
521,531,2024-06-21,subscribed,xfk-228,,2,,2022-07-09,19,2,Qena,Female,18,Lewis LLC
522,580,2023-12-24,burned,mEO-777,2023-12-29,1,5.0,2023-11-28,4,2,Shubra El-Kheima,Female,11,"Smith, Lawson and Hernandez"
523,218,2024-04-20,subscribed,zbc-443,,2,,2021-08-05,16,1,Minya,Male,18,Lewis LLC
524,102,2024-06-20,burned,OIt-987,2024-08-18,7,59.0,2024-06-16,12,1,Fayyum,Male,7,Berry-Anderson
525,554,2023-03-28,burned,IWq-778,2023-06-01,10,65.0,2022-02-17,13,1,Zagazig,Male,13,Thomas-Nelson
526,288,2023-03-19,subscribed,yhk-849,,6,,2021-09-04,14,1,Damietta,Male,15,Butler-Gomez
527,167,2023-05-13,burned,yzx-118,2023-07-18,4,66.0,2022-04-21,3,1,Giza,Male,15,Butler-Gomez
528,621,2024-01-08,subscribed,zvs-835,,1,,2023-09-15,5,2,Port Said,Female,11,"Smith, Lawson and Hernandez"
529,36,2023-12-24,subscribed,ujg-642,,1,,2023-09-29,14,1,Damietta,Male,11,"Smith, Lawson and Hernandez"
530,744,2022-10-20,subscribed,mOb-905,,5,,2022-10-14,14,2,Damietta,Female,9,"Campbell, Shaffer and Martinez"
531,741,2023-06-01,subscribed,oMF-665,,1,,2023-01-30,7,1,Mansoura,Male,11,"Smith, Lawson and Hernandez"
532,353,2024-04-18,subscribed,Hkl-357,,7,,2023-03-05,15,1,Aswan,Male,7,Berry-Anderson
533,676,2022-05-20,subscribed,TSQ-536,,1,,2021-09-04,19,1,Qena,Male,11,"Smith, Lawson and Hernandez"
534,899,2024-07-07,subscribed,GMN-574,,1,,2024-03-15,8,1,El-Mahalla El-Kubra,Male,11,"Smith, Lawson and Hernandez"
535,73,2024-05-13,burned,Ndf-890,2024-07-25,2,73.0,2022-11-04,9,2,Tanta,Female,18,Lewis LLC
536,648,2024-02-09,subscribed,fpY-530,,10,,2022-03-02,12,1,Fayyum,Male,13,Thomas-Nelson
537,353,2024-03-01,burned,mwk-547,2024-04-17,3,47.0,2023-03-05,15,1,Aswan,Male,8,Medina-Foster
538,891,2023-06-23,burned,myn-840,2023-08-02,1,40.0,2022-03-11,15,2,Aswan,Female,11,"Smith, Lawson and Hernandez"
539,70,2023-07-20,burned,INO-758,2023-08-04,9,15.0,2022-08-01,18,1,Beni Suef,Male,13,Thomas-Nelson
540,425,2023-01-29,subscribed,EOD-356,,10,,2022-03-04,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
541,999,2023-05-18,burned,rqU-020,2023-07-15,8,58.0,2022-07-16,6,1,Suez,Male,20,Griffin-Leblanc
542,708,2024-07-06,burned,HYH-398,2024-09-13,5,69.0,2023-10-21,5,2,Port Said,Female,9,"Campbell, Shaffer and Martinez"
543,781,2023-11-21,subscribed,YgW-596,,2,,2022-12-02,6,1,Suez,Male,18,Lewis LLC
544,561,2024-04-10,subscribed,sCL-415,,5,,2024-01-22,19,1,Qena,Male,9,"Campbell, Shaffer and Martinez"
545,828,2024-06-21,burned,zFK-707,2024-07-10,6,19.0,2024-01-12,6,1,Suez,Male,15,Butler-Gomez
546,642,2024-01-05,subscribed,BjL-074,,1,,2023-12-11,2,2,Alexandria,Female,11,"Smith, Lawson and Hernandez"
547,956,2024-03-24,subscribed,qJP-863,,4,,2022-01-01,11,2,Ismailia,Female,15,Butler-Gomez
548,517,2024-06-27,subscribed,vCN-557,,9,,2024-06-23,5,2,Port Said,Female,13,Thomas-Nelson
549,428,2023-03-21,subscribed,TVS-558,,2,,2023-03-17,12,1,Fayyum,Male,18,Lewis LLC
550,539,2024-06-25,burned,dhN-172,2024-08-30,5,66.0,2022-04-12,13,1,Zagazig,Male,9,"Campbell, Shaffer and Martinez"
551,160,2024-01-20,subscribed,cxV-835,,1,,2023-05-21,20,1,Sohag,Male,11,"Smith, Lawson and Hernandez"
552,149,2024-02-23,subscribed,wyH-637,,4,,2022-10-19,7,1,Mansoura,Male,15,Butler-Gomez
553,776,2024-03-30,subscribed,Nbs-758,,4,,2022-01-08,12,1,Fayyum,Male,15,Butler-Gomez
554,230,2024-07-01,burned,WZN-951,2024-07-13,6,12.0,2023-05-12,3,1,Giza,Male,15,Butler-Gomez
555,712,2023-05-15,burned,VIl-835,2023-07-18,10,64.0,2021-08-02,1,2,Cairo,Female,13,Thomas-Nelson
556,562,2024-06-24,subscribed,Vpo-320,,9,,2024-06-20,20,2,Sohag,Female,13,Thomas-Nelson
557,67,2023-03-13,subscribed,hmE-788,,3,,2022-04-23,8,1,El-Mahalla El-Kubra,Male,8,Medina-Foster
558,812,2023-11-28,burned,hEG-205,2023-11-28,9,0.0,2023-10-27,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
559,381,2022-06-28,subscribed,HPL-868,,6,,2022-06-03,19,2,Qena,Female,15,Butler-Gomez
560,58,2022-10-29,subscribed,nmK-501,,7,,2022-07-31,12,1,Fayyum,Male,7,Berry-Anderson
561,259,2023-06-09,burned,vPf-259,2023-06-11,10,2.0,2022-05-02,14,2,Damietta,Female,13,Thomas-Nelson
562,342,2024-01-05,subscribed,Ktj-649,,2,,2023-09-28,5,1,Port Said,Male,18,Lewis LLC
563,838,2023-03-23,subscribed,gLB-316,,10,,2022-03-26,10,1,Asyut,Male,13,Thomas-Nelson
564,130,2023-02-07,burned,vSq-449,2023-04-05,6,57.0,2022-04-18,4,2,Shubra El-Kheima,Female,15,Butler-Gomez
565,727,2022-06-07,burned,rlk-801,2022-06-25,6,18.0,2021-08-27,4,2,Shubra El-Kheima,Female,15,Butler-Gomez
566,172,2024-06-29,subscribed,pPf-541,,2,,2024-06-08,17,1,Damanhur,Male,18,Lewis LLC
567,770,2024-06-29,burned,YxA-775,2024-08-05,2,37.0,2023-05-08,15,1,Aswan,Male,18,Lewis LLC
568,614,2024-05-29,subscribed,zIp-871,,2,,2022-03-12,2,2,Alexandria,Female,18,Lewis LLC
569,209,2023-06-05,subscribed,Oan-780,,10,,2021-11-05,7,2,Mansoura,Female,13,Thomas-Nelson
570,803,2023-06-04,subscribed,Wtu-345,,1,,2023-01-02,4,1,Shubra El-Kheima,Male,11,"Smith, Lawson and Hernandez"
571,354,2023-09-14,burned,CJM-294,2023-09-22,5,8.0,2022-04-05,3,2,Giza,Female,9,"Campbell, Shaffer and Martinez"
572,471,2023-10-06,burned,ZDT-256,2023-10-10,8,4.0,2023-07-26,19,1,Qena,Male,20,Griffin-Leblanc
573,798,2022-12-18,subscribed,tYl-469,,2,,2021-08-31,4,1,Shubra El-Kheima,Male,18,Lewis LLC
574,116,2023-03-13,subscribed,Tzj-692,,5,,2021-12-25,15,1,Aswan,Male,9,"Campbell, Shaffer and Martinez"
575,264,2023-10-09,burned,ult-733,2023-12-15,8,67.0,2023-01-01,3,2,Giza,Female,20,Griffin-Leblanc
576,662,2024-06-27,burned,IoK-319,2024-07-21,10,24.0,2024-06-04,6,1,Suez,Male,13,Thomas-Nelson
577,812,2024-03-10,burned,ARi-890,2024-05-19,5,70.0,2023-10-27,8,1,El-Mahalla El-Kubra,Male,9,"Campbell, Shaffer and Martinez"
578,442,2023-12-22,subscribed,hvq-162,,2,,2023-11-02,7,1,Mansoura,Male,18,Lewis LLC
579,548,2023-11-04,burned,mxo-042,2023-11-28,3,24.0,2023-10-27,17,1,Damanhur,Male,8,Medina-Foster
580,453,2022-02-09,burned,IFs-227,2022-04-01,6,51.0,2022-01-30,17,2,Damanhur,Female,15,Butler-Gomez
581,845,2023-10-23,subscribed,hPB-713,,5,,2023-04-02,2,2,Alexandria,Female,9,"Campbell, Shaffer and Martinez"
582,477,2024-02-23,subscribed,DnZ-058,,4,,2024-01-27,12,2,Fayyum,Female,15,Butler-Gomez
583,287,2023-04-19,subscribed,cgu-432,,4,,2022-03-11,12,1,Fayyum,Male,15,Butler-Gomez
584,303,2023-05-08,burned,wOx-267,2023-07-22,5,75.0,2023-05-05,8,1,El-Mahalla El-Kubra,Male,9,"Campbell, Shaffer and Martinez"
585,311,2023-12-29,subscribed,JpG-097,,2,,2022-10-14,8,2,El-Mahalla El-Kubra,Female,18,Lewis LLC
586,208,2023-08-22,subscribed,qsr-766,,9,,2023-08-09,8,2,El-Mahalla El-Kubra,Female,13,Thomas-Nelson
587,618,2024-07-08,subscribed,dog-117,,2,,2024-05-29,16,1,Minya,Male,18,Lewis LLC
588,446,2023-08-20,subscribed,TVI-027,,10,,2023-07-19,11,2,Ismailia,Female,13,Thomas-Nelson
589,670,2023-08-11,burned,nDn-458,2023-08-24,2,13.0,2022-06-08,2,2,Alexandria,Female,18,Lewis LLC
590,633,2024-01-02,subscribed,TsD-521,,10,,2023-01-29,14,2,Damietta,Female,13,Thomas-Nelson
591,55,2023-08-14,burned,GLD-383,2023-08-14,9,0.0,2023-05-27,10,2,Asyut,Female,13,Thomas-Nelson
592,912,2022-03-29,burned,FZh-717,2022-06-11,3,74.0,2021-12-09,15,2,Aswan,Female,8,Medina-Foster
593,12,2024-04-30,burned,ZDT-306,2024-06-26,10,57.0,2023-03-03,3,1,Giza,Male,13,Thomas-Nelson
594,657,2024-03-15,subscribed,RYa-212,,7,,2022-12-04,14,1,Damietta,Male,7,Berry-Anderson
595,400,2024-07-07,burned,bkj-283,2024-10-02,4,87.0,2024-03-04,2,2,Alexandria,Female,15,Butler-Gomez
596,908,2023-07-29,subscribed,nbl-544,,6,,2022-05-02,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
597,648,2023-09-23,subscribed,jkg-425,,4,,2022-03-02,12,1,Fayyum,Male,15,Butler-Gomez
598,980,2024-05-20,subscribed,awC-129,,10,,2024-05-13,11,1,Ismailia,Male,13,Thomas-Nelson
599,515,2024-05-16,burned,Nfv-532,2024-05-24,7,8.0,2022-08-02,2,1,Alexandria,Male,7,Berry-Anderson
600,656,2023-01-10,subscribed,MLB-945,,1,,2022-03-14,5,1,Port Said,Male,11,"Smith, Lawson and Hernandez"
601,542,2024-05-24,subscribed,PBj-199,,3,,2024-05-14,8,1,El-Mahalla El-Kubra,Male,8,Medina-Foster
602,237,2024-01-21,subscribed,myk-554,,3,,2023-09-15,20,1,Sohag,Male,8,Medina-Foster
603,279,2024-03-31,burned,soM-208,2024-06-24,1,85.0,2022-04-10,1,2,Cairo,Female,11,"Smith, Lawson and Hernandez"
604,348,2023-12-08,burned,XUy-913,2024-02-22,6,76.0,2023-11-02,7,1,Mansoura,Male,15,Butler-Gomez
605,627,2024-01-17,burned,aik-650,2024-03-19,9,62.0,2021-12-02,10,1,Asyut,Male,13,Thomas-Nelson
606,104,2022-01-13,subscribed,RMU-465,,8,,2022-01-05,3,1,Giza,Male,20,Griffin-Leblanc
607,630,2022-05-31,burned,DOU-029,2022-06-14,7,14.0,2022-03-08,17,2,Damanhur,Female,7,Berry-Anderson
608,517,2024-07-04,subscribed,Dyb-053,,10,,2024-06-23,5,2,Port Said,Female,13,Thomas-Nelson
609,980,2024-05-28,subscribed,Yrm-237,,8,,2024-05-13,11,1,Ismailia,Male,20,Griffin-Leblanc
610,872,2024-05-10,burned,RLz-388,2024-05-28,6,18.0,2024-02-21,5,1,Port Said,Male,15,Butler-Gomez
611,248,2023-09-30,subscribed,prm-838,,9,,2022-06-14,18,2,Beni Suef,Female,13,Thomas-Nelson
612,364,2024-07-13,burned,PVb-422,2024-10-01,3,80.0,2023-07-12,5,1,Port Said,Male,8,Medina-Foster
613,321,2024-04-03,subscribed,Sif-813,,10,,2023-08-11,7,2,Mansoura,Female,13,Thomas-Nelson
614,633,2023-10-13,burned,PKv-638,2023-11-02,10,20.0,2023-01-29,14,2,Damietta,Female,13,Thomas-Nelson
615,286,2023-09-24,subscribed,yku-269,,9,,2021-10-03,17,2,Damanhur,Female,13,Thomas-Nelson
616,149,2023-01-30,subscribed,ztW-005,,4,,2022-10-19,7,1,Mansoura,Male,15,Butler-Gomez
617,84,2023-04-06,subscribed,Grb-162,,7,,2022-05-28,17,1,Damanhur,Male,7,Berry-Anderson
618,966,2023-06-10,subscribed,Kbh-206,,9,,2022-10-13,12,1,Fayyum,Male,13,Thomas-Nelson
619,406,2024-07-06,subscribed,KiH-071,,2,,2024-06-30,13,2,Zagazig,Female,18,Lewis LLC
620,978,2024-06-19,burned,Lwl-733,2024-08-31,2,73.0,2023-10-13,8,1,El-Mahalla El-Kubra,Male,18,Lewis LLC
621,456,2023-02-20,subscribed,SCc-641,,9,,2021-12-31,4,1,Shubra El-Kheima,Male,13,Thomas-Nelson
622,743,2024-04-16,burned,kta-443,2024-07-06,3,81.0,2022-06-05,15,2,Aswan,Female,8,Medina-Foster
623,800,2023-04-04,burned,oVp-159,2023-04-21,9,17.0,2022-07-14,2,2,Alexandria,Female,13,Thomas-Nelson
624,161,2023-05-28,burned,bME-192,2023-06-26,5,29.0,2023-02-23,17,1,Damanhur,Male,9,"Campbell, Shaffer and Martinez"
625,784,2023-10-17,subscribed,Khd-887,,6,,2022-08-29,13,2,Zagazig,Female,15,Butler-Gomez
626,460,2023-11-07,subscribed,Zns-244,,2,,2023-11-01,5,2,Port Said,Female,18,Lewis LLC
627,550,2024-01-03,subscribed,Rza-650,,8,,2023-10-29,6,1,Suez,Male,20,Griffin-Leblanc
628,500,2024-06-30,burned,OES-148,2024-08-22,9,53.0,2024-02-28,18,1,Beni Suef,Male,13,Thomas-Nelson
629,738,2022-07-01,subscribed,Nrb-290,,2,,2021-12-15,13,2,Zagazig,Female,18,Lewis LLC
630,509,2024-02-02,subscribed,wMg-297,,6,,2023-06-26,14,1,Damietta,Male,15,Butler-Gomez
631,654,2023-12-09,burned,ish-581,2024-01-10,6,32.0,2021-10-18,15,2,Aswan,Female,15,Butler-Gomez
632,804,2023-08-16,burned,zOh-284,2023-11-01,8,77.0,2022-10-16,15,1,Aswan,Male,20,Griffin-Leblanc
633,481,2024-07-12,burned,PkX-249,2024-10-01,10,81.0,2023-06-24,20,1,Sohag,Male,13,Thomas-Nelson
634,663,2022-05-21,burned,bxv-436,2022-08-05,5,76.0,2022-04-08,2,1,Alexandria,Male,9,"Campbell, Shaffer and Martinez"
635,114,2024-06-14,burned,bYa-182,2024-06-23,9,9.0,2024-06-04,7,2,Mansoura,Female,13,Thomas-Nelson
636,749,2023-10-20,burned,moG-272,2023-11-24,1,35.0,2023-10-03,6,2,Suez,Female,11,"Smith, Lawson and Hernandez"
637,578,2024-07-06,subscribed,Cyi-693,,9,,2024-06-07,12,2,Fayyum,Female,13,Thomas-Nelson
638,361,2024-06-07,burned,iwj-473,2024-07-19,10,42.0,2024-04-02,19,2,Qena,Female,13,Thomas-Nelson
639,341,2023-12-06,subscribed,qmr-300,,7,,2021-10-27,11,1,Ismailia,Male,7,Berry-Anderson
640,770,2023-10-04,subscribed,UGQ-839,,4,,2023-05-08,15,1,Aswan,Male,15,Butler-Gomez
641,987,2023-08-18,subscribed,tVP-939,,3,,2022-08-04,19,2,Qena,Female,8,Medina-Foster
642,761,2024-03-30,burned,PuJ-330,2024-05-31,10,62.0,2023-10-03,20,1,Sohag,Male,13,Thomas-Nelson
643,969,2024-01-01,subscribed,AvK-173,,6,,2023-07-05,4,1,Shubra El-Kheima,Male,15,Butler-Gomez
644,449,2024-06-30,burned,IAC-496,2024-08-14,1,45.0,2024-06-28,10,1,Asyut,Male,11,"Smith, Lawson and Hernandez"
645,843,2021-10-10,burned,PcO-685,2021-12-25,3,76.0,2021-07-25,13,2,Zagazig,Female,8,Medina-Foster
646,835,2023-10-03,subscribed,auh-997,,2,,2023-07-16,1,2,Cairo,Female,18,Lewis LLC
647,180,2023-06-17,burned,wTu-834,2023-08-03,9,47.0,2022-09-03,12,2,Fayyum,Female,13,Thomas-Nelson
648,702,2024-04-15,subscribed,gta-178,,3,,2024-03-14,4,2,Shubra El-Kheima,Female,8,Medina-Foster
649,407,2024-05-25,subscribed,IWc-579,,2,,2023-06-03,4,1,Shubra El-Kheima,Male,18,Lewis LLC
650,666,2024-07-07,burned,DqE-265,2024-09-17,4,72.0,2024-04-15,2,1,Alexandria,Male,15,Butler-Gomez
651,196,2024-04-18,subscribed,YeS-830,,2,,2023-01-18,16,1,Minya,Male,18,Lewis LLC
652,466,2021-09-18,subscribed,dUf-834,,1,,2021-08-24,17,1,Damanhur,Male,11,"Smith, Lawson and Hernandez"
653,311,2024-01-10,subscribed,puB-093,,6,,2022-10-14,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
654,262,2023-06-11,burned,Spc-197,2023-06-27,10,16.0,2021-08-16,8,2,El-Mahalla El-Kubra,Female,13,Thomas-Nelson
655,419,2023-07-04,subscribed,GHd-016,,8,,2023-06-22,11,1,Ismailia,Male,20,Griffin-Leblanc
656,406,2024-07-11,burned,ydE-687,2024-08-25,10,45.0,2024-06-30,13,2,Zagazig,Female,13,Thomas-Nelson
657,939,2024-07-11,burned,Vrs-315,2024-09-26,10,77.0,2024-03-07,13,2,Zagazig,Female,13,Thomas-Nelson
658,143,2024-05-23,subscribed,nnl-966,,2,,2024-01-29,1,2,Cairo,Female,18,Lewis LLC
659,342,2024-04-10,subscribed,kDU-801,,9,,2023-09-28,5,1,Port Said,Male,13,Thomas-Nelson
660,316,2024-06-08,burned,eqV-683,2024-06-28,3,20.0,2022-10-06,7,1,Mansoura,Male,8,Medina-Foster
661,101,2023-06-05,burned,ujg-073,2023-08-05,8,61.0,2022-12-13,3,1,Giza,Male,20,Griffin-Leblanc
662,244,2023-10-15,subscribed,PIi-997,,8,,2023-08-02,20,2,Sohag,Female,20,Griffin-Leblanc
663,490,2022-07-04,subscribed,OFH-275,,3,,2022-02-09,16,2,Minya,Female,8,Medina-Foster
664,12,2024-05-05,burned,AlG-326,2024-06-02,3,28.0,2023-03-03,3,1,Giza,Male,8,Medina-Foster
665,239,2024-07-12,burned,RIu-066,2024-09-10,6,60.0,2024-03-12,17,2,Damanhur,Female,15,Butler-Gomez
666,561,2024-05-23,burned,XcJ-255,2024-05-28,1,5.0,2024-01-22,19,1,Qena,Male,11,"Smith, Lawson and Hernandez"
667,42,2024-01-07,burned,fLW-351,2024-03-04,4,57.0,2021-09-25,7,1,Mansoura,Male,15,Butler-Gomez
668,678,2023-09-21,burned,dBB-899,2023-11-05,1,45.0,2021-12-14,5,2,Port Said,Female,11,"Smith, Lawson and Hernandez"
669,594,2024-04-11,subscribed,nWG-564,,3,,2024-01-30,3,1,Giza,Male,8,Medina-Foster
670,429,2024-01-06,burned,aCb-159,2024-01-30,9,24.0,2023-09-26,13,2,Zagazig,Female,13,Thomas-Nelson
671,803,2024-02-25,burned,DMZ-601,2024-04-11,5,46.0,2023-01-02,4,1,Shubra El-Kheima,Male,9,"Campbell, Shaffer and Martinez"
672,158,2024-06-11,subscribed,fEe-297,,5,,2024-05-15,15,2,Aswan,Female,9,"Campbell, Shaffer and Martinez"
673,216,2022-03-18,subscribed,fjm-283,,4,,2022-02-07,3,1,Giza,Male,15,Butler-Gomez
674,670,2024-03-18,burned,Vlo-808,2024-06-04,3,78.0,2022-06-08,2,2,Alexandria,Female,8,Medina-Foster
675,462,2023-08-17,burned,Blw-727,2023-09-27,5,41.0,2023-02-09,17,1,Damanhur,Male,9,"Campbell, Shaffer and Martinez"
676,134,2024-06-01,subscribed,Ffv-709,,4,,2023-08-26,2,2,Alexandria,Female,15,Butler-Gomez
677,67,2024-03-05,burned,URn-163,2024-05-13,8,69.0,2022-04-23,8,1,El-Mahalla El-Kubra,Male,20,Griffin-Leblanc
678,848,2022-11-07,burned,eik-000,2022-11-17,4,10.0,2021-11-01,5,2,Port Said,Female,15,Butler-Gomez
679,7,2023-04-07,subscribed,Unx-241,,8,,2022-06-26,19,2,Qena,Female,20,Griffin-Leblanc
680,948,2024-02-28,burned,nuu-158,2024-03-06,6,7.0,2023-10-03,11,2,Ismailia,Female,15,Butler-Gomez
681,526,2023-12-16,subscribed,ipe-778,,5,,2022-04-08,7,1,Mansoura,Male,9,"Campbell, Shaffer and Martinez"
682,73,2024-06-10,subscribed,jdc-384,,4,,2022-11-04,9,2,Tanta,Female,15,Butler-Gomez
683,399,2024-06-11,subscribed,CBH-392,,4,,2024-04-17,4,1,Shubra El-Kheima,Male,15,Butler-Gomez
684,405,2023-10-15,subscribed,nwj-075,,4,,2022-06-30,5,1,Port Said,Male,15,Butler-Gomez
685,675,2022-04-24,burned,QGo-720,2022-06-02,9,39.0,2022-04-19,10,1,Asyut,Male,13,Thomas-Nelson
686,578,2024-07-07,subscribed,CUi-620,,4,,2024-06-07,12,2,Fayyum,Female,15,Butler-Gomez
687,859,2022-09-22,burned,EOv-049,2022-10-19,9,27.0,2022-09-22,18,1,Beni Suef,Male,13,Thomas-Nelson
688,130,2022-05-16,burned,xWG-583,2022-06-05,10,20.0,2022-04-18,4,2,Shubra El-Kheima,Female,13,Thomas-Nelson
689,931,2024-07-06,burned,QRf-181,2024-07-15,6,9.0,2024-06-16,13,2,Zagazig,Female,15,Butler-Gomez
690,466,2021-10-02,burned,tDj-057,2021-12-23,10,82.0,2021-08-24,17,1,Damanhur,Male,13,Thomas-Nelson
